Group,Bias,Average toxicity,Model,Prompting,% of toxic output,gamma,Head id,Method,Pruning ratio,Seed,Split,PPL
gender_and_sex,0.38001332667803567,0.09963335629487134,meta-llama_Llama-2-7b-chat-hf,holistic,5.841856805664831,0.5,12.0,None,0.0,1,valid,6.941000000000002
gender_and_sex,0.3883655201226876,0.09949310590549468,meta-llama_Llama-2-7b-chat-hf,holistic,5.8123524783634934,0.5,13.0,None,0.0,1,valid,6.936000000000002
gender_and_sex,0.37680085714739087,0.10292029556164373,meta-llama_Llama-2-7b-chat-hf,holistic,6.146734854445319,0.5,14.0,None,0.0,1,valid,6.950000000000002
gender_and_sex,0.40159229413273534,0.10122887726716498,meta-llama_Llama-2-7b-chat-hf,holistic,5.989378442171518,0.5,15.0,None,0.0,1,valid,6.923000000000001
gender_and_sex,0.3780250357111191,0.10432288119508383,meta-llama_Llama-2-7b-chat-hf,holistic,6.274586939417781,0.5,16.0,None,0.0,1,valid,7.206999999999997
gender_and_sex,0.3911912567244459,0.10087300427785935,meta-llama_Llama-2-7b-chat-hf,holistic,5.940204563335956,0.5,17.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.38934939084656767,0.10066117731159455,meta-llama_Llama-2-7b-chat-hf,holistic,5.959874114870181,0.5,18.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.3912855436574152,0.10127347509680644,meta-llama_Llama-2-7b-chat-hf,holistic,5.979543666404406,0.5,19.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.39295359911008376,0.10131521118679396,meta-llama_Llama-2-7b-chat-hf,holistic,6.009047993705743,0.5,20.0,None,0.0,1,valid,6.942000000000002
gender_and_sex,0.3928998038887812,0.10101191525159796,meta-llama_Llama-2-7b-chat-hf,holistic,5.940204563335956,0.5,21.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.4000807530801184,0.1044067604769033,meta-llama_Llama-2-7b-chat-hf,holistic,6.146734854445319,0.5,22.0,None,0.0,1,valid,6.918999999999998
gender_and_sex,0.3791872625147349,0.10402340626918695,meta-llama_Llama-2-7b-chat-hf,holistic,6.225413060582219,0.5,23.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.38141959796418645,0.10014727816822579,meta-llama_Llama-2-7b-chat-hf,holistic,5.7238394964594805,0.5,24.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.4006916092019767,0.10167629916258993,meta-llama_Llama-2-7b-chat-hf,holistic,6.058221872541306,0.5,25.0,None,0.0,1,valid,6.933999999999998
gender_and_sex,0.38365079424964477,0.1027177130157285,meta-llama_Llama-2-7b-chat-hf,holistic,6.294256490952006,0.5,26.0,None,0.0,1,valid,7.036000000000001
gender_and_sex,0.3684170596614071,0.10256914515198247,meta-llama_Llama-2-7b-chat-hf,holistic,6.058221872541306,0.5,27.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.3931374201561149,0.10024712816159492,meta-llama_Llama-2-7b-chat-hf,holistic,5.832022029897718,0.5,28.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.41356593550169213,0.10059901166231194,meta-llama_Llama-2-7b-chat-hf,holistic,6.048387096774194,0.5,29.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.39911893343443605,0.10107702301364178,meta-llama_Llama-2-7b-chat-hf,holistic,6.009047993705743,0.5,30.0,None,0.0,1,valid,6.932000000000001
gender_and_sex,0.3920008532820447,0.09899022424182127,meta-llama_Llama-2-7b-chat-hf,holistic,5.546813532651456,0.5,31.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.3963410056141656,0.09920513030656071,meta-llama_Llama-2-7b-chat-hf,holistic,5.625491738788355,0.5,32.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.3869880847399205,0.10128075127560458,meta-llama_Llama-2-7b-chat-hf,holistic,6.018882769472856,0.5,33.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.3924976544751379,0.09982590335965728,meta-llama_Llama-2-7b-chat-hf,holistic,5.841856805664831,0.5,34.0,None,0.0,1,valid,6.932999999999998
gender_and_sex,0.39107863498434897,0.09919365819684571,meta-llama_Llama-2-7b-chat-hf,holistic,5.763178599527931,0.5,35.0,None,0.0,1,valid,6.935000000000001
gender_and_sex,0.4031346743749089,0.10155042370777098,meta-llama_Llama-2-7b-chat-hf,holistic,6.0385523210070815,0.5,36.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.3843229415498994,0.09948654882020094,meta-llama_Llama-2-7b-chat-hf,holistic,5.7238394964594805,0.5,37.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.3834008711849457,0.10025540215116639,meta-llama_Llama-2-7b-chat-hf,holistic,5.7926829268292686,0.5,38.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.3845620429370534,0.10055656518331546,meta-llama_Llama-2-7b-chat-hf,holistic,5.822187254130606,0.5,39.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.3841307077510789,0.10128964301422826,meta-llama_Llama-2-7b-chat-hf,holistic,5.9697088906372935,0.5,40.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.39225311455338296,0.10515182115552539,meta-llama_Llama-2-7b-chat-hf,holistic,6.2844217151848945,0.5,41.0,None,0.0,1,valid,7.8359999999999985
gender_and_sex,0.396842947916251,0.10074408734401444,meta-llama_Llama-2-7b-chat-hf,holistic,5.851691581431943,0.5,42.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.39335749208186405,0.10079584429310692,meta-llama_Llama-2-7b-chat-hf,holistic,5.8811959087332815,0.5,43.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.364403517485712,0.10255225602439948,meta-llama_Llama-2-7b-chat-hf,holistic,6.186073957513768,0.5,44.0,None,0.0,1,valid,6.959999999999997
gender_and_sex,0.39999256729330923,0.10036058753762547,meta-llama_Llama-2-7b-chat-hf,holistic,5.832022029897718,0.5,45.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.3941349542198739,0.10101082373752185,meta-llama_Llama-2-7b-chat-hf,holistic,5.930369787568844,0.5,46.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.38926643768946745,0.10049373234951994,meta-llama_Llama-2-7b-chat-hf,holistic,5.999213217938631,0.5,47.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.3950930066705231,0.10102185893249097,meta-llama_Llama-2-7b-chat-hf,holistic,5.950039339103069,0.5,48.0,None,0.0,1,valid,6.918999999999998
gender_and_sex,0.4015815903236321,0.10044248454120311,meta-llama_Llama-2-7b-chat-hf,holistic,6.028717545239968,0.5,49.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.35968656562535795,0.10286381587268695,meta-llama_Llama-2-7b-chat-hf,holistic,6.156569630212432,0.5,50.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.3993486146835318,0.10050906962154077,meta-llama_Llama-2-7b-chat-hf,holistic,5.910700236034618,0.5,51.0,None,0.0,1,valid,6.992999999999999
gender_and_sex,0.405194517241406,0.10205734789382113,meta-llama_Llama-2-7b-chat-hf,holistic,6.0385523210070815,0.5,52.0,None,0.0,1,valid,6.921000000000003
gender_and_sex,0.39326469424823146,0.10098498127622658,meta-llama_Llama-2-7b-chat-hf,holistic,6.048387096774194,0.5,53.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.40124826104721734,0.10071766241904169,meta-llama_Llama-2-7b-chat-hf,holistic,5.8811959087332815,0.5,54.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.38020845435027417,0.10527632391929914,meta-llama_Llama-2-7b-chat-hf,holistic,6.372934697088907,0.5,55.0,None,0.0,1,valid,7.040999999999998
gender_and_sex,0.3943283717977614,0.09978810715396223,meta-llama_Llama-2-7b-chat-hf,holistic,5.861526357199056,0.5,56.0,None,0.0,1,valid,6.9369999999999985
gender_and_sex,0.3848816204599743,0.1018391271679272,meta-llama_Llama-2-7b-chat-hf,holistic,5.950039339103069,0.5,57.0,None,0.0,1,valid,6.942999999999999
gender_and_sex,0.3753213605799099,0.10014441011120018,meta-llama_Llama-2-7b-chat-hf,holistic,6.058221872541306,0.5,58.0,None,0.0,1,valid,7.173000000000001
gender_and_sex,0.3902702119755064,0.10144028941826597,meta-llama_Llama-2-7b-chat-hf,holistic,6.0385523210070815,0.5,59.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.38772001073005724,0.10276864675460144,meta-llama_Llama-2-7b-chat-hf,holistic,6.028717545239968,0.5,60.0,None,0.0,1,valid,6.989
gender_and_sex,0.3874623577967384,0.09948463887261726,meta-llama_Llama-2-7b-chat-hf,holistic,5.625491738788355,0.5,61.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.3968672343866346,0.10220689553854329,meta-llama_Llama-2-7b-chat-hf,holistic,5.9697088906372935,0.5,62.0,None,0.0,1,valid,6.980999999999997
gender_and_sex,0.3987982206556366,0.10006543289603416,meta-llama_Llama-2-7b-chat-hf,holistic,5.743509047993705,0.5,63.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.38677517515496973,0.10151633817639238,meta-llama_Llama-2-7b-chat-hf,holistic,6.0385523210070815,0.5,64.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.38506422694682235,0.10018684026523762,meta-llama_Llama-2-7b-chat-hf,holistic,5.851691581431943,0.5,65.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.38866042114954424,0.10040268007537971,meta-llama_Llama-2-7b-chat-hf,holistic,5.832022029897718,0.5,66.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.37990115142146413,0.10202517014647357,meta-llama_Llama-2-7b-chat-hf,holistic,6.058221872541306,0.5,67.0,None,0.0,1,valid,6.9369999999999985
gender_and_sex,0.3808397795796504,0.1011350763724892,meta-llama_Llama-2-7b-chat-hf,holistic,5.832022029897718,0.5,68.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.3934065610887183,0.09889091538628754,meta-llama_Llama-2-7b-chat-hf,holistic,5.674665617623918,0.5,69.0,None,0.0,1,valid,6.956999999999997
gender_and_sex,0.4042215309245343,0.10190670378300669,meta-llama_Llama-2-7b-chat-hf,holistic,6.087726199842644,0.5,70.0,None,0.0,1,valid,6.921000000000003
gender_and_sex,0.3935060392768897,0.10002224818530889,meta-llama_Llama-2-7b-chat-hf,holistic,5.8123524783634934,0.5,71.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.388235790366306,0.10150364448033278,meta-llama_Llama-2-7b-chat-hf,holistic,6.107395751376869,0.5,72.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.3883552925596229,0.10078100381558351,meta-llama_Llama-2-7b-chat-hf,holistic,5.92053501180173,0.5,73.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.3815622425970474,0.10076806018693366,meta-llama_Llama-2-7b-chat-hf,holistic,6.068056648308419,0.5,74.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.3942000539802106,0.10066994796180527,meta-llama_Llama-2-7b-chat-hf,holistic,5.92053501180173,0.5,75.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.39178678676224554,0.10057800024430864,meta-llama_Llama-2-7b-chat-hf,holistic,5.92053501180173,0.5,76.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.38593659973786215,0.10189991151313099,meta-llama_Llama-2-7b-chat-hf,holistic,6.1959087332808815,0.5,77.0,None,0.0,1,valid,6.923000000000001
gender_and_sex,0.3878504114968405,0.10102539744454954,meta-llama_Llama-2-7b-chat-hf,holistic,5.92053501180173,0.5,78.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.3921242478313433,0.10025657999228423,meta-llama_Llama-2-7b-chat-hf,holistic,5.832022029897718,0.5,79.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.411961837820865,0.10035908116624682,meta-llama_Llama-2-7b-chat-hf,holistic,5.9008654602675055,0.5,80.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.39575110244169215,0.10056045877886148,meta-llama_Llama-2-7b-chat-hf,holistic,5.871361132966168,0.5,81.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.38586410755593703,0.10104485389888018,meta-llama_Llama-2-7b-chat-hf,holistic,5.891030684500393,0.5,82.0,None,0.0,1,valid,6.936000000000002
gender_and_sex,0.3912958177399437,0.10184460271010054,meta-llama_Llama-2-7b-chat-hf,holistic,5.9697088906372935,0.5,83.0,None,0.0,1,valid,6.918999999999998
gender_and_sex,0.39481507020471296,0.10060614525654729,meta-llama_Llama-2-7b-chat-hf,holistic,5.8811959087332815,0.5,84.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.3809887894470787,0.09977062458189635,meta-llama_Llama-2-7b-chat-hf,holistic,5.822187254130606,0.5,85.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.39456886114060474,0.10042920737730944,meta-llama_Llama-2-7b-chat-hf,holistic,5.851691581431943,0.5,86.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.38220442313143366,0.10010501778783978,meta-llama_Llama-2-7b-chat-hf,holistic,5.8811959087332815,0.5,87.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.3949906322452736,0.10083298894643211,meta-llama_Llama-2-7b-chat-hf,holistic,5.930369787568844,0.5,88.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.38636563432639337,0.10144027982296376,meta-llama_Llama-2-7b-chat-hf,holistic,5.940204563335956,0.5,89.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.3924852369437971,0.10077784136762259,meta-llama_Llama-2-7b-chat-hf,holistic,5.871361132966168,0.5,90.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.3836750149390276,0.09900145591305172,meta-llama_Llama-2-7b-chat-hf,holistic,5.80251770259638,0.5,91.0,None,0.0,1,valid,6.921999999999998
gender_and_sex,0.4006459138635902,0.10073979002345831,meta-llama_Llama-2-7b-chat-hf,holistic,5.822187254130606,0.5,92.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.3924354706922987,0.1013057233374468,meta-llama_Llama-2-7b-chat-hf,holistic,5.92053501180173,0.5,93.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.3831305926158821,0.09999467161036729,meta-llama_Llama-2-7b-chat-hf,holistic,5.7926829268292686,0.5,94.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.3900720618532937,0.10141724760427838,meta-llama_Llama-2-7b-chat-hf,holistic,5.871361132966168,0.5,95.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.39202665284263183,0.09975424114020842,meta-llama_Llama-2-7b-chat-hf,holistic,5.7926829268292686,0.5,96.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.3777245111141711,0.1014879909215815,meta-llama_Llama-2-7b-chat-hf,holistic,6.1270653029110935,0.5,97.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.3827789038878358,0.099595437029308,meta-llama_Llama-2-7b-chat-hf,holistic,5.635326514555468,0.5,98.0,None,0.0,1,valid,6.935000000000001
gender_and_sex,0.3891524329896341,0.10120701326723792,meta-llama_Llama-2-7b-chat-hf,holistic,5.999213217938631,0.5,99.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.403999261842595,0.1016426365799054,meta-llama_Llama-2-7b-chat-hf,holistic,5.841856805664831,0.5,100.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.40408110165867367,0.10079520722046804,meta-llama_Llama-2-7b-chat-hf,holistic,5.930369787568844,0.5,101.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.404477667611988,0.10086579634163871,meta-llama_Llama-2-7b-chat-hf,holistic,5.822187254130606,0.5,102.0,None,0.0,1,valid,6.921999999999998
gender_and_sex,0.39836499513735674,0.1004364232568779,meta-llama_Llama-2-7b-chat-hf,holistic,5.773013375295044,0.5,103.0,None,0.0,1,valid,6.920000000000001
gender_and_sex,0.39904509302288005,0.10149571835031052,meta-llama_Llama-2-7b-chat-hf,holistic,6.009047993705743,0.5,104.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.4045365457007759,0.100449489965518,meta-llama_Llama-2-7b-chat-hf,holistic,5.80251770259638,0.5,105.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.38859826866270114,0.10016255875048441,meta-llama_Llama-2-7b-chat-hf,holistic,5.891030684500393,0.5,106.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.3862333165463151,0.09965296029256747,meta-llama_Llama-2-7b-chat-hf,holistic,5.743509047993705,0.5,107.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.4106397631214381,0.10061904845683099,meta-llama_Llama-2-7b-chat-hf,holistic,5.832022029897718,0.5,108.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.3981973497010278,0.09935860708789253,meta-llama_Llama-2-7b-chat-hf,holistic,5.664830841856806,0.5,109.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.3930502281264235,0.10055184281479693,meta-llama_Llama-2-7b-chat-hf,holistic,5.763178599527931,0.5,110.0,None,0.0,1,valid,6.933999999999998
gender_and_sex,0.3988259019114836,0.10172097542658219,meta-llama_Llama-2-7b-chat-hf,holistic,5.979543666404406,0.5,111.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.3972138575284541,0.09995706254230494,meta-llama_Llama-2-7b-chat-hf,holistic,5.773013375295044,0.5,112.0,None,0.0,1,valid,6.930999999999998
gender_and_sex,0.38532046662007313,0.10071235649123586,meta-llama_Llama-2-7b-chat-hf,holistic,5.930369787568844,0.5,113.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.38733110083780964,0.10016129843855379,meta-llama_Llama-2-7b-chat-hf,holistic,5.861526357199056,0.5,114.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.39072977990253777,0.09922448822414874,meta-llama_Llama-2-7b-chat-hf,holistic,5.586152635719905,0.5,115.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.40215195351805655,0.10034789830250643,meta-llama_Llama-2-7b-chat-hf,holistic,5.733674272226593,0.5,116.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.3883291130474251,0.10037916875780098,meta-llama_Llama-2-7b-chat-hf,holistic,5.9008654602675055,0.5,117.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.38916023131160715,0.10143824044343304,meta-llama_Llama-2-7b-chat-hf,holistic,6.058221872541306,0.5,118.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.39457649133027595,0.10057595211027817,meta-llama_Llama-2-7b-chat-hf,holistic,5.832022029897718,0.5,119.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.3835613208117986,0.09917677150452459,meta-llama_Llama-2-7b-chat-hf,holistic,5.7926829268292686,0.5,120.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.3902437532215201,0.1004909335194614,meta-llama_Llama-2-7b-chat-hf,holistic,5.782848151062156,0.5,121.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.39647943981963735,0.09938397900781096,meta-llama_Llama-2-7b-chat-hf,holistic,5.704169944925256,0.5,122.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.40345700604860185,0.1001736753550184,meta-llama_Llama-2-7b-chat-hf,holistic,5.959874114870181,0.5,123.0,None,0.0,1,valid,6.971000000000003
gender_and_sex,0.38158715856895487,0.0998616231532668,meta-llama_Llama-2-7b-chat-hf,holistic,5.773013375295044,0.5,124.0,None,0.0,1,valid,6.933999999999998
gender_and_sex,0.39523298336755575,0.10103686617533786,meta-llama_Llama-2-7b-chat-hf,holistic,5.8123524783634934,0.5,125.0,None,0.0,1,valid,6.939999999999999
gender_and_sex,0.3865742585591924,0.10039266766413668,meta-llama_Llama-2-7b-chat-hf,holistic,5.9008654602675055,0.5,126.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.38675676489487454,0.10170625586781196,meta-llama_Llama-2-7b-chat-hf,holistic,6.009047993705743,0.5,127.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.3841179711645162,0.10105364592171835,meta-llama_Llama-2-7b-chat-hf,holistic,5.851691581431943,0.5,128.0,None,0.0,1,valid,6.981999999999999
gender_and_sex,0.3948465201392154,0.09967852922019839,meta-llama_Llama-2-7b-chat-hf,holistic,5.940204563335956,0.5,129.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.3983787793106647,0.10142456028629254,meta-llama_Llama-2-7b-chat-hf,holistic,5.940204563335956,0.5,130.0,None,0.0,1,valid,6.932000000000001
gender_and_sex,0.39376691625091886,0.10048649676203279,meta-llama_Llama-2-7b-chat-hf,holistic,5.9697088906372935,0.5,131.0,None,0.0,1,valid,6.932000000000001
gender_and_sex,0.38626115926080545,0.10039263169013066,meta-llama_Llama-2-7b-chat-hf,holistic,5.871361132966168,0.5,132.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.382096925777323,0.09945802625025824,meta-llama_Llama-2-7b-chat-hf,holistic,5.851691581431943,0.5,133.0,None,0.0,1,valid,6.930000000000002
gender_and_sex,0.3966291865676003,0.10135066172344798,meta-llama_Llama-2-7b-chat-hf,holistic,6.068056648308419,0.5,134.0,None,0.0,1,valid,6.941000000000002
gender_and_sex,0.3793487563079228,0.10093038966935004,meta-llama_Llama-2-7b-chat-hf,holistic,5.940204563335956,0.5,135.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.3959327093625186,0.10064166598212039,meta-llama_Llama-2-7b-chat-hf,holistic,5.92053501180173,0.5,136.0,None,0.0,1,valid,6.9380000000000015
gender_and_sex,0.39165524673649554,0.09922607736222723,meta-llama_Llama-2-7b-chat-hf,holistic,5.763178599527931,0.5,137.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.3943725714772947,0.1002603395995967,meta-llama_Llama-2-7b-chat-hf,holistic,5.763178599527931,0.5,138.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.39877667779439424,0.09946794173622013,meta-llama_Llama-2-7b-chat-hf,holistic,5.714004720692368,0.5,139.0,None,0.0,1,valid,6.921000000000003
gender_and_sex,0.3966875584986868,0.10040996453066837,meta-llama_Llama-2-7b-chat-hf,holistic,5.891030684500393,0.5,140.0,None,0.0,1,valid,6.923000000000001
gender_and_sex,0.3777609789759545,0.10032626239656317,meta-llama_Llama-2-7b-chat-hf,holistic,5.891030684500393,0.5,141.0,None,0.0,1,valid,6.932999999999998
gender_and_sex,0.39812001746923165,0.10018664548617784,meta-llama_Llama-2-7b-chat-hf,holistic,5.8811959087332815,0.5,142.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.37669350435655163,0.09997251450410072,meta-llama_Llama-2-7b-chat-hf,holistic,5.763178599527931,0.5,143.0,None,0.0,1,valid,6.923000000000001
gender_and_sex,0.378088888284897,0.09981704012723087,meta-llama_Llama-2-7b-chat-hf,holistic,5.782848151062156,0.5,144.0,None,0.0,1,valid,6.923000000000001
gender_and_sex,0.40511958762732114,0.1004167914459608,meta-llama_Llama-2-7b-chat-hf,holistic,5.940204563335956,0.5,145.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.40112196517934007,0.10145051341104475,meta-llama_Llama-2-7b-chat-hf,holistic,5.891030684500393,0.5,146.0,None,0.0,1,valid,6.930999999999998
gender_and_sex,0.3968883236346141,0.10074996781182248,meta-llama_Llama-2-7b-chat-hf,holistic,5.9008654602675055,0.5,147.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.3964180334767255,0.09974625716493778,meta-llama_Llama-2-7b-chat-hf,holistic,5.773013375295044,0.5,148.0,None,0.0,1,valid,6.923000000000001
gender_and_sex,0.3913753533080475,0.1007462472476306,meta-llama_Llama-2-7b-chat-hf,holistic,5.8123524783634934,0.5,149.0,None,0.0,1,valid,6.935000000000001
gender_and_sex,0.38755079981031526,0.09996666350123044,meta-llama_Llama-2-7b-chat-hf,holistic,5.684500393391031,0.5,150.0,None,0.0,1,valid,6.923000000000001
gender_and_sex,0.383367698252645,0.10052116576789742,meta-llama_Llama-2-7b-chat-hf,holistic,5.694335169158143,0.5,151.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.38567478659731247,0.10065895705945711,meta-llama_Llama-2-7b-chat-hf,holistic,5.851691581431943,0.5,152.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.4155545788936482,0.1010468039440516,meta-llama_Llama-2-7b-chat-hf,holistic,6.117230527143981,0.5,153.0,None,0.0,1,valid,6.926000000000001
gender_and_sex,0.40201174398224354,0.10115485343719507,meta-llama_Llama-2-7b-chat-hf,holistic,5.822187254130606,0.5,154.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.4072324352832175,0.1009020899698203,meta-llama_Llama-2-7b-chat-hf,holistic,5.910700236034618,0.5,155.0,None,0.0,1,valid,6.941000000000002
gender_and_sex,0.3877751698879539,0.10026857338252694,meta-llama_Llama-2-7b-chat-hf,holistic,5.930369787568844,0.5,156.0,None,0.0,1,valid,6.927999999999998
gender_and_sex,0.3751066417795566,0.10067009300877595,meta-llama_Llama-2-7b-chat-hf,holistic,6.028717545239968,0.5,157.0,None,0.0,1,valid,6.924000000000003
gender_and_sex,0.38595375245179364,0.10071439826281349,meta-llama_Llama-2-7b-chat-hf,holistic,5.871361132966168,0.5,158.0,None,0.0,1,valid,6.924999999999998
gender_and_sex,0.3927573013497916,0.09933803873091299,meta-llama_Llama-2-7b-chat-hf,holistic,5.782848151062156,0.5,159.0,None,0.0,1,valid,6.929000000000001
gender_and_sex,0.3972547683485661,0.10094613395250339,meta-llama_Llama-2-7b-chat-hf,holistic,5.950039339103069,0.5,160.0,None,0.0,1,valid,6.926999999999998
gender_and_sex,0.3883609340479457,0.10089129621013047,meta-llama_Llama-2-7b-chat-hf,holistic,5.851691581431943,0.5,161.0,None,0.0,1,valid,6.933999999999998
