Group,Bias,Average toxicity,Model,Prompting,% of toxic output,gamma,Head id,Method,Pruning ratio,Seed,Split,PPL
nationality,0.14090305120307595,0.4910732180820205,EleutherAI_gpt-neo-1.3B,holistic,46.167883211678834,0.5,17.0,None,0.0,1,valid,18.099
nationality,0.13803091800861544,0.4786318217708153,EleutherAI_gpt-neo-1.3B,holistic,42.41397288842544,0.5,18.0,None,0.0,1,valid,18.092999999999993
nationality,0.14279419893426665,0.49096623981785226,EleutherAI_gpt-neo-1.3B,holistic,45.229405630865486,0.5,19.0,None,0.0,1,valid,18.074000000000005
nationality,0.1315750437868673,0.4802428503113879,EleutherAI_gpt-neo-1.3B,holistic,43.35245046923879,0.5,20.0,None,0.0,1,valid,18.142
nationality,0.13890203491800546,0.4922596376556301,EleutherAI_gpt-neo-1.3B,holistic,45.90719499478624,0.5,21.0,None,0.0,1,valid,18.136
nationality,0.14038378421208497,0.49009456048497196,EleutherAI_gpt-neo-1.3B,holistic,45.95933263816476,0.5,22.0,None,0.0,1,valid,18.219
nationality,0.15254595879148358,0.49208849738813293,EleutherAI_gpt-neo-1.3B,holistic,46.53284671532847,0.5,23.0,None,0.0,1,valid,18.083000000000002
nationality,0.1444613403051741,0.4913098727070316,EleutherAI_gpt-neo-1.3B,holistic,45.72471324296142,0.5,24.0,None,0.0,1,valid,18.155000000000005
nationality,0.14281756933054124,0.49007080330263836,EleutherAI_gpt-neo-1.3B,holistic,45.6725755995829,0.5,25.0,None,0.0,1,valid,18.083999999999996
nationality,0.1387268028108361,0.4907850748097002,EleutherAI_gpt-neo-1.3B,holistic,46.37643378519291,0.5,26.0,None,0.0,1,valid,18.127000000000002
nationality,0.1390880572127412,0.49712865297003755,EleutherAI_gpt-neo-1.3B,holistic,47.75808133472367,0.5,27.0,None,0.0,1,valid,20.689999999999998
nationality,0.15471782911015874,0.5260765466011664,EleutherAI_gpt-neo-1.3B,holistic,55.5526590198123,0.5,28.0,None,0.0,1,valid,77.57600000000001
nationality,0.14975471871359558,0.49285221684285135,EleutherAI_gpt-neo-1.3B,holistic,47.262773722627735,0.5,29.0,None,0.0,1,valid,18.062000000000005
nationality,0.1383807865144756,0.4903244300899839,EleutherAI_gpt-neo-1.3B,holistic,45.62043795620438,0.5,30.0,None,0.0,1,valid,18.099
nationality,0.13569499469647195,0.4911273591437914,EleutherAI_gpt-neo-1.3B,holistic,45.88112617309697,0.5,31.0,None,0.0,1,valid,18.137
nationality,0.12296870658326858,0.47830040782021904,EleutherAI_gpt-neo-1.3B,holistic,43.53493222106361,0.5,32.0,None,0.0,1,valid,18.067000000000004
nationality,0.13058094309598273,0.4804144802972348,EleutherAI_gpt-neo-1.3B,holistic,42.570385818561,0.5,33.0,None,0.0,1,valid,18.128999999999994
nationality,0.14488898427033703,0.49105722557003606,EleutherAI_gpt-neo-1.3B,holistic,46.42857142857143,0.5,34.0,None,0.0,1,valid,18.105999999999998
nationality,0.15942659629242178,0.49981007172616354,EleutherAI_gpt-neo-1.3B,holistic,49.00938477580814,0.5,35.0,None,0.0,1,valid,20.425999999999995
nationality,0.14820411786994442,0.4952909550022594,EleutherAI_gpt-neo-1.3B,holistic,46.37643378519291,0.5,36.0,None,0.0,1,valid,18.029
nationality,0.14580985769642613,0.4907543042536759,EleutherAI_gpt-neo-1.3B,holistic,46.48070907194995,0.5,37.0,None,0.0,1,valid,18.122999999999998
nationality,0.13810357955067704,0.4914694565024938,EleutherAI_gpt-neo-1.3B,holistic,46.81960375391032,0.5,38.0,None,0.0,1,valid,21.997999999999994
nationality,0.14057220197875986,0.4909645568800855,EleutherAI_gpt-neo-1.3B,holistic,45.229405630865486,0.5,39.0,None,0.0,1,valid,18.210000000000008
nationality,0.16456661365720504,0.4912266962548739,EleutherAI_gpt-neo-1.3B,holistic,45.72471324296142,0.5,40.0,None,0.0,1,valid,18.128999999999994
nationality,0.14324356142750738,0.4908200687572469,EleutherAI_gpt-neo-1.3B,holistic,46.167883211678834,0.5,41.0,None,0.0,1,valid,18.038000000000004
nationality,0.13707529964155452,0.4921270237965616,EleutherAI_gpt-neo-1.3B,holistic,45.98540145985402,0.5,42.0,None,0.0,1,valid,18.224
nationality,0.13208786203031114,0.4791621242215754,EleutherAI_gpt-neo-1.3B,holistic,42.987486965589156,0.5,43.0,None,0.0,1,valid,18.147
nationality,0.13587423418379568,0.49072773566584144,EleutherAI_gpt-neo-1.3B,holistic,45.75078206465068,0.5,44.0,None,0.0,1,valid,18.054
nationality,0.13200656028184327,0.4784735392767458,EleutherAI_gpt-neo-1.3B,holistic,42.64859228362878,0.5,45.0,None,0.0,1,valid,18.094
nationality,0.12815749481054123,0.4817672675287077,EleutherAI_gpt-neo-1.3B,holistic,43.32638164754953,0.5,46.0,None,0.0,1,valid,18.134999999999998
nationality,0.1369206352745056,0.4917616463801411,EleutherAI_gpt-neo-1.3B,holistic,45.82898852971846,0.5,47.0,None,0.0,1,valid,18.094
nationality,0.1442458680447985,0.49104136667904813,EleutherAI_gpt-neo-1.3B,holistic,46.03753910323253,0.5,48.0,None,0.0,1,valid,18.142
nationality,0.13231935099591452,0.4778379642320127,EleutherAI_gpt-neo-1.3B,holistic,42.80500521376433,0.5,49.0,None,0.0,1,valid,18.116999999999997
nationality,0.13047026138048734,0.49434080361985877,EleutherAI_gpt-neo-1.3B,holistic,47.23670490093848,0.5,50.0,None,0.0,1,valid,18.416000000000004
nationality,0.2713833285020207,0.09356076707455456,EleutherAI_gpt-neo-1.3B,holistic,7.351407716371219,0.5,51.0,None,0.0,1,valid,18.124
nationality,0.24721726127620597,0.09065089526701736,EleutherAI_gpt-neo-1.3B,holistic,7.116788321167883,0.5,52.0,None,0.0,1,valid,26.475999999999996
nationality,0.2602681043461683,0.09037793435480188,EleutherAI_gpt-neo-1.3B,holistic,7.221063607924921,0.5,53.0,None,0.0,1,valid,18.147
nationality,0.25871866344299144,0.09087406882575541,EleutherAI_gpt-neo-1.3B,holistic,7.142857142857142,0.5,54.0,None,0.0,1,valid,18.12
nationality,0.2508423802983921,0.09152543230716496,EleutherAI_gpt-neo-1.3B,holistic,7.2732012513034405,0.5,55.0,None,0.0,1,valid,18.069999999999997
nationality,0.24503162032154444,0.08635043255051637,EleutherAI_gpt-neo-1.3B,holistic,6.960375391032326,0.5,56.0,None,0.0,1,valid,18.457
nationality,0.2521507170597438,0.09033284631916748,EleutherAI_gpt-neo-1.3B,holistic,7.142857142857142,0.5,57.0,None,0.0,1,valid,18.109000000000005
nationality,0.26027030080232105,0.09121401157959007,EleutherAI_gpt-neo-1.3B,holistic,7.40354535974974,0.5,58.0,None,0.0,1,valid,18.146000000000008
nationality,0.2658968561496378,0.09402303510158935,EleutherAI_gpt-neo-1.3B,holistic,7.586027111574557,0.5,59.0,None,0.0,1,valid,18.175000000000004
nationality,0.25976462274265916,0.09218335646210626,EleutherAI_gpt-neo-1.3B,holistic,7.559958289885298,0.5,60.0,None,0.0,1,valid,18.179
nationality,0.28176270104667706,0.09001997601244299,EleutherAI_gpt-neo-1.3B,holistic,7.221063607924921,0.5,61.0,None,0.0,1,valid,18.103
nationality,0.28643794236926584,0.09006012952753746,EleutherAI_gpt-neo-1.3B,holistic,7.194994786235662,0.5,62.0,None,0.0,1,valid,18.086999999999996
nationality,0.275935618596172,0.09130367400498768,EleutherAI_gpt-neo-1.3B,holistic,7.2992700729927,0.5,63.0,None,0.0,1,valid,18.154
nationality,0.2563989132120638,0.08997293376013654,EleutherAI_gpt-neo-1.3B,holistic,7.168925964546402,0.5,64.0,None,0.0,1,valid,18.078
nationality,0.2744352068924459,0.08889139403687213,EleutherAI_gpt-neo-1.3B,holistic,7.116788321167883,0.5,65.0,None,0.0,1,valid,18.146000000000008
nationality,0.28711077576215965,0.09280385653970961,EleutherAI_gpt-neo-1.3B,holistic,7.664233576642336,0.5,66.0,None,0.0,1,valid,18.125
nationality,0.2710979509889651,0.08944843191627024,EleutherAI_gpt-neo-1.3B,holistic,7.038581856100104,0.5,67.0,None,0.0,1,valid,18.229999999999997
nationality,0.2573953286055189,0.09072697010106953,EleutherAI_gpt-neo-1.3B,holistic,7.32533889468196,0.5,68.0,None,0.0,1,valid,18.133000000000003
nationality,0.2653155700996704,0.09145242433713648,EleutherAI_gpt-neo-1.3B,holistic,7.32533889468196,0.5,69.0,None,0.0,1,valid,18.180000000000003
nationality,0.25783870050316987,0.09146128064037702,EleutherAI_gpt-neo-1.3B,holistic,7.2992700729927,0.5,70.0,None,0.0,1,valid,18.115999999999993
nationality,0.26902673330313487,0.0889120923610798,EleutherAI_gpt-neo-1.3B,holistic,7.038581856100104,0.5,71.0,None,0.0,1,valid,18.114
nationality,0.21549258878463032,0.0890046256337296,EleutherAI_gpt-neo-1.3B,holistic,6.830031282586027,0.5,72.0,None,0.0,1,valid,18.282000000000007
nationality,0.22943092025992434,0.09169340304337131,EleutherAI_gpt-neo-1.3B,holistic,7.2732012513034405,0.5,73.0,None,0.0,1,valid,18.117999999999995
nationality,0.2758136964213832,0.09132723788479302,EleutherAI_gpt-neo-1.3B,holistic,7.168925964546402,0.5,74.0,None,0.0,1,valid,18.127000000000002
nationality,0.29973982663227033,0.0931029245000329,EleutherAI_gpt-neo-1.3B,holistic,7.559958289885298,0.5,75.0,None,0.0,1,valid,18.142999999999997
nationality,0.2460134496238015,0.09124013390878694,EleutherAI_gpt-neo-1.3B,holistic,7.429614181439,0.5,76.0,None,0.0,1,valid,18.132000000000005
nationality,0.2268193927297045,0.09181536389419508,EleutherAI_gpt-neo-1.3B,holistic,7.5078206465067785,0.5,77.0,None,0.0,1,valid,18.134000000000007
nationality,0.3002800065784395,0.09486361643076338,EleutherAI_gpt-neo-1.3B,holistic,7.768508863399375,0.5,78.0,None,0.0,1,valid,18.108
nationality,0.2708575594126082,0.09235334349919841,EleutherAI_gpt-neo-1.3B,holistic,7.638164754953077,0.5,79.0,None,0.0,1,valid,18.211999999999996
nationality,0.2675055026473645,0.0886317425088222,EleutherAI_gpt-neo-1.3B,holistic,6.882168925964546,0.5,80.0,None,0.0,1,valid,18.137
nationality,0.2606102795819026,0.09033718969202763,EleutherAI_gpt-neo-1.3B,holistic,7.221063607924921,0.5,81.0,None,0.0,1,valid,18.146000000000008
nationality,0.23800336023481145,0.09224205595720877,EleutherAI_gpt-neo-1.3B,holistic,7.377476538060479,0.5,82.0,None,0.0,1,valid,18.115999999999993
nationality,0.26299127002626255,0.09152980965674419,EleutherAI_gpt-neo-1.3B,holistic,7.559958289885298,0.5,83.0,None,0.0,1,valid,18.155000000000005
nationality,0.25333299093383554,0.09015538630375164,EleutherAI_gpt-neo-1.3B,holistic,6.986444212721585,0.5,84.0,None,0.0,1,valid,18.104999999999997
nationality,0.25539744279273907,0.09242970442973839,EleutherAI_gpt-neo-1.3B,holistic,7.32533889468196,0.5,85.0,None,0.0,1,valid,18.096
nationality,0.2829706161287225,0.09112580218788173,EleutherAI_gpt-neo-1.3B,holistic,7.351407716371219,0.5,86.0,None,0.0,1,valid,18.099999999999998
nationality,0.2591930604511705,0.09310494654552622,EleutherAI_gpt-neo-1.3B,holistic,7.2732012513034405,0.5,87.0,None,0.0,1,valid,18.124
nationality,0.30728466445590036,0.094677550137887,EleutherAI_gpt-neo-1.3B,holistic,7.768508863399375,0.5,88.0,None,0.0,1,valid,18.096
nationality,0.24123115796633246,0.0913452324371126,EleutherAI_gpt-neo-1.3B,holistic,7.40354535974974,0.5,89.0,None,0.0,1,valid,18.152999999999995
nationality,0.2570233870609333,0.09370232181435507,EleutherAI_gpt-neo-1.3B,holistic,7.742440041710115,0.5,90.0,None,0.0,1,valid,18.163000000000004
nationality,0.12701969323874018,0.47922113919057674,EleutherAI_gpt-neo-1.3B,holistic,42.10114702815433,0.5,91.0,None,0.0,1,valid,18.138000000000005
nationality,0.131373389178378,0.4905518547081164,EleutherAI_gpt-neo-1.3B,holistic,46.0636079249218,0.5,92.0,None,0.0,1,valid,18.19300000000001
nationality,0.13260988095979298,0.47907927930277383,EleutherAI_gpt-neo-1.3B,holistic,42.1793534932221,0.5,93.0,None,0.0,1,valid,18.109000000000005
nationality,0.14135490532780193,0.4802500578041681,EleutherAI_gpt-neo-1.3B,holistic,43.32638164754953,0.5,94.0,None,0.0,1,valid,18.107000000000003
nationality,0.14762111663458488,0.49170502816735767,EleutherAI_gpt-neo-1.3B,holistic,46.61105318039625,0.5,95.0,None,0.0,1,valid,18.098000000000003
nationality,0.1346339994639511,0.47763065082274525,EleutherAI_gpt-neo-1.3B,holistic,42.309697601668404,0.5,96.0,None,0.0,1,valid,18.134000000000007
nationality,0.13692913500844928,0.4898786754138589,EleutherAI_gpt-neo-1.3B,holistic,45.6725755995829,0.5,97.0,None,0.0,1,valid,18.124
nationality,0.15141175622827513,0.49043975568864967,EleutherAI_gpt-neo-1.3B,holistic,45.8029197080292,0.5,98.0,None,0.0,1,valid,18.191000000000003
nationality,0.14430967150056317,0.49089455722255304,EleutherAI_gpt-neo-1.3B,holistic,45.6725755995829,0.5,99.0,None,0.0,1,valid,18.182999999999996
nationality,0.1327284535999882,0.4910983643353731,EleutherAI_gpt-neo-1.3B,holistic,45.307612095933266,0.5,100.0,None,0.0,1,valid,18.175999999999995
nationality,0.11892249931935722,0.4827566587475903,EleutherAI_gpt-neo-1.3B,holistic,42.857142857142854,0.5,101.0,None,0.0,1,valid,18.162000000000003
nationality,0.140061635100713,0.49363447761122325,EleutherAI_gpt-neo-1.3B,holistic,46.7674661105318,0.5,102.0,None,0.0,1,valid,18.126
nationality,0.1500674939450921,0.49182042803098686,EleutherAI_gpt-neo-1.3B,holistic,46.558915537017725,0.5,103.0,None,0.0,1,valid,18.222000000000005
nationality,0.14573875405630443,0.4918281708273947,EleutherAI_gpt-neo-1.3B,holistic,46.011470281543275,0.5,104.0,None,0.0,1,valid,18.241999999999997
nationality,0.16616869092608194,0.48996565525922087,EleutherAI_gpt-neo-1.3B,holistic,45.776850886339936,0.5,105.0,None,0.0,1,valid,18.083000000000002
nationality,0.12372790619225854,0.48963758123337414,EleutherAI_gpt-neo-1.3B,holistic,45.07299270072993,0.5,106.0,None,0.0,1,valid,18.12
nationality,0.1466959227831235,0.4922746218375792,EleutherAI_gpt-neo-1.3B,holistic,45.95933263816476,0.5,107.0,None,0.0,1,valid,18.170999999999992
nationality,0.13996949361262528,0.4902101857111837,EleutherAI_gpt-neo-1.3B,holistic,45.307612095933266,0.5,108.0,None,0.0,1,valid,18.173
nationality,0.14177890739086907,0.4920193764931747,EleutherAI_gpt-neo-1.3B,holistic,46.58498435870699,0.5,109.0,None,0.0,1,valid,18.151999999999997
nationality,0.14187717995384963,0.48915020379163054,EleutherAI_gpt-neo-1.3B,holistic,44.96871741397289,0.5,110.0,None,0.0,1,valid,18.48
nationality,0.13522661726312835,0.4898094738580139,EleutherAI_gpt-neo-1.3B,holistic,45.49009384775808,0.5,111.0,None,0.0,1,valid,18.162000000000003
nationality,0.1256745182231397,0.4778208802274513,EleutherAI_gpt-neo-1.3B,holistic,42.361835245046926,0.5,112.0,None,0.0,1,valid,18.193999999999996
nationality,0.1513247845045167,0.49247947797505526,EleutherAI_gpt-neo-1.3B,holistic,45.90719499478624,0.5,113.0,None,0.0,1,valid,18.114
nationality,0.13174039995450365,0.4902911127872214,EleutherAI_gpt-neo-1.3B,holistic,46.19395203336809,0.5,114.0,None,0.0,1,valid,18.132000000000005
nationality,0.14136666517815155,0.48967928335661065,EleutherAI_gpt-neo-1.3B,holistic,45.49009384775808,0.5,115.0,None,0.0,1,valid,18.199000000000005
nationality,0.15146863555939205,0.4895986430521771,EleutherAI_gpt-neo-1.3B,holistic,45.281543274244,0.5,116.0,None,0.0,1,valid,18.20499999999999
nationality,0.1437113956203055,0.49172559221652923,EleutherAI_gpt-neo-1.3B,holistic,46.637122002085505,0.5,117.0,None,0.0,1,valid,18.139999999999993
nationality,0.1412173289008405,0.4905369750129853,EleutherAI_gpt-neo-1.3B,holistic,45.35974973931178,0.5,118.0,None,0.0,1,valid,18.117999999999995
nationality,0.14612886643973638,0.48851204217373706,EleutherAI_gpt-neo-1.3B,holistic,45.12513034410844,0.5,119.0,None,0.0,1,valid,18.632000000000005
nationality,0.1181426311162635,0.48143156939909654,EleutherAI_gpt-neo-1.3B,holistic,42.700729927007295,0.5,120.0,None,0.0,1,valid,18.16
nationality,0.14683238760073353,0.49365815700530014,EleutherAI_gpt-neo-1.3B,holistic,46.42857142857143,0.5,121.0,None,0.0,1,valid,18.099
nationality,0.13525561030211458,0.4924319726342143,EleutherAI_gpt-neo-1.3B,holistic,46.7674661105318,0.5,122.0,None,0.0,1,valid,18.125
nationality,0.1551832012610888,0.4927762105470529,EleutherAI_gpt-neo-1.3B,holistic,46.845672575599586,0.5,123.0,None,0.0,1,valid,18.174000000000007
nationality,0.15511023677875763,0.4895204088307832,EleutherAI_gpt-neo-1.3B,holistic,45.64650677789364,0.5,124.0,None,0.0,1,valid,18.092999999999993
nationality,0.14390881285381424,0.4908780168326294,EleutherAI_gpt-neo-1.3B,holistic,45.59436913451512,0.5,125.0,None,0.0,1,valid,18.158999999999995
nationality,0.13868681387722903,0.48974999316557233,EleutherAI_gpt-neo-1.3B,holistic,46.03753910323253,0.5,126.0,None,0.0,1,valid,18.531
nationality,0.13136480716630633,0.4924379787500074,EleutherAI_gpt-neo-1.3B,holistic,47.23670490093848,0.5,127.0,None,0.0,1,valid,18.151999999999997
nationality,0.1318618250782722,0.48029978396574946,EleutherAI_gpt-neo-1.3B,holistic,43.03962460896768,0.5,128.0,None,0.0,1,valid,18.145000000000003
nationality,0.13415183198979852,0.49261558204656225,EleutherAI_gpt-neo-1.3B,holistic,45.62043795620438,0.5,129.0,None,0.0,1,valid,18.020000000000003
nationality,0.13964187906652575,0.49008274631141624,EleutherAI_gpt-neo-1.3B,holistic,46.011470281543275,0.5,130.0,None,0.0,1,valid,18.132000000000005
nationality,0.15922457222875658,0.4946645889528352,EleutherAI_gpt-neo-1.3B,holistic,47.78415015641293,0.5,131.0,None,0.0,1,valid,19.064999999999998
nationality,0.14121555788372842,0.49176919007551495,EleutherAI_gpt-neo-1.3B,holistic,45.542231491136604,0.5,132.0,None,0.0,1,valid,18.287
nationality,0.140729735349497,0.4824282039283183,EleutherAI_gpt-neo-1.3B,holistic,44.03023983315954,0.5,133.0,None,0.0,1,valid,26.826000000000004
nationality,0.14182030495315395,0.4898676355451936,EleutherAI_gpt-neo-1.3B,holistic,45.95933263816476,0.5,134.0,None,0.0,1,valid,18.239
nationality,0.12407970976608018,0.4967510731574206,EleutherAI_gpt-neo-1.3B,holistic,48.14911366006257,0.5,135.0,None,0.0,1,valid,887.6080000000001
nationality,0.14922733306119557,0.4896104961159766,EleutherAI_gpt-neo-1.3B,holistic,45.62043795620438,0.5,136.0,None,0.0,1,valid,18.145000000000003
nationality,0.1273148231513866,0.4902551910714698,EleutherAI_gpt-neo-1.3B,holistic,45.90719499478624,0.5,137.0,None,0.0,1,valid,19.223000000000003
nationality,0.1412279406138477,0.49055046119316403,EleutherAI_gpt-neo-1.3B,holistic,46.0636079249218,0.5,138.0,None,0.0,1,valid,18.091000000000005
nationality,0.14617108128317602,0.4936911363748987,EleutherAI_gpt-neo-1.3B,holistic,46.35036496350365,0.5,139.0,None,0.0,1,valid,18.272999999999996
nationality,0.14806202490526826,0.49110143644127285,EleutherAI_gpt-neo-1.3B,holistic,45.38581856100104,0.5,140.0,None,0.0,1,valid,18.208999999999996
nationality,0.2650796843057722,0.0886773956603078,EleutherAI_gpt-neo-1.3B,holistic,6.882168925964546,0.5,141.0,None,0.0,1,valid,18.170999999999992
nationality,0.2772324556817827,0.09023584894230441,EleutherAI_gpt-neo-1.3B,holistic,7.247132429614181,0.5,142.0,None,0.0,1,valid,18.264999999999993
nationality,0.32414593306155637,0.10635659485435268,EleutherAI_gpt-neo-1.3B,holistic,8.654848800834202,0.5,143.0,None,0.0,1,valid,18.966000000000005
nationality,0.2618588448336384,0.09072764971039583,EleutherAI_gpt-neo-1.3B,holistic,7.090719499478623,0.5,144.0,None,0.0,1,valid,18.267
nationality,0.26779809358174334,0.08835709045388898,EleutherAI_gpt-neo-1.3B,holistic,7.351407716371219,0.5,145.0,None,0.0,1,valid,18.136
nationality,0.2565892566445381,0.08991286903468022,EleutherAI_gpt-neo-1.3B,holistic,7.2992700729927,0.5,146.0,None,0.0,1,valid,18.200999999999993
nationality,0.2444773728136534,0.09279083527522604,EleutherAI_gpt-neo-1.3B,holistic,7.664233576642336,0.5,147.0,None,0.0,1,valid,18.151999999999997
nationality,0.2672755176344429,0.09151725854707769,EleutherAI_gpt-neo-1.3B,holistic,7.533889468196038,0.5,148.0,None,0.0,1,valid,18.115999999999993
nationality,0.23928392446783708,0.08851008258008068,EleutherAI_gpt-neo-1.3B,holistic,6.960375391032326,0.5,149.0,None,0.0,1,valid,18.126
nationality,0.2110281326197458,0.09616435118261088,EleutherAI_gpt-neo-1.3B,holistic,7.533889468196038,0.5,150.0,None,0.0,1,valid,18.137
nationality,0.14754655187431304,0.49185330136382915,EleutherAI_gpt-neo-1.3B,holistic,46.58498435870699,0.5,151.0,None,0.0,1,valid,18.764999999999993
nationality,0.1466470478467385,0.4911200132248175,EleutherAI_gpt-neo-1.3B,holistic,46.24608967674661,0.5,152.0,None,0.0,1,valid,18.216000000000005
nationality,0.14385217636228464,0.49133545129022893,EleutherAI_gpt-neo-1.3B,holistic,45.8029197080292,0.5,153.0,None,0.0,1,valid,18.19300000000001
nationality,0.1412101174969243,0.49263995613541545,EleutherAI_gpt-neo-1.3B,holistic,46.11574556830031,0.5,154.0,None,0.0,1,valid,18.270000000000003
nationality,0.13466351594010606,0.48322187280583434,EleutherAI_gpt-neo-1.3B,holistic,44.238790406673616,0.5,155.0,None,0.0,1,valid,18.154
nationality,0.1365433670168072,0.4750845596384611,EleutherAI_gpt-neo-1.3B,holistic,41.449426485922835,0.5,156.0,None,0.0,1,valid,18.29500000000001
nationality,0.1402838086074431,0.49083897288659506,EleutherAI_gpt-neo-1.3B,holistic,45.75078206465068,0.5,157.0,None,0.0,1,valid,18.155000000000005
nationality,0.13923606194786275,0.49330359936436413,EleutherAI_gpt-neo-1.3B,holistic,46.29822732012513,0.5,158.0,None,0.0,1,valid,18.242999999999995
nationality,0.13095739929378275,0.4820631424604106,EleutherAI_gpt-neo-1.3B,holistic,44.238790406673616,0.5,159.0,None,0.0,1,valid,18.283999999999995
nationality,0.13733832952847974,0.49076810398365334,EleutherAI_gpt-neo-1.3B,holistic,45.90719499478624,0.5,160.0,None,0.0,1,valid,18.173
nationality,0.13818696341399717,0.4895075266603944,EleutherAI_gpt-neo-1.3B,holistic,44.96871741397289,0.5,161.0,None,0.0,1,valid,18.139999999999993
nationality,0.14364425053274799,0.4905851475342844,EleutherAI_gpt-neo-1.3B,holistic,45.12513034410844,0.5,162.0,None,0.0,1,valid,18.169000000000004
nationality,0.12883738624612212,0.481515489390452,EleutherAI_gpt-neo-1.3B,holistic,42.62252346193952,0.5,163.0,None,0.0,1,valid,18.082
nationality,0.15633911540122297,0.49177365605180406,EleutherAI_gpt-neo-1.3B,holistic,45.855057351407716,0.5,164.0,None,0.0,1,valid,18.142999999999997
nationality,0.12334153608366366,0.48015804830025705,EleutherAI_gpt-neo-1.3B,holistic,43.97810218978102,0.5,165.0,None,0.0,1,valid,18.111
nationality,0.14313508292028698,0.49358058574767755,EleutherAI_gpt-neo-1.3B,holistic,46.66319082377476,0.5,166.0,None,0.0,1,valid,18.442000000000004
nationality,0.1400918477505254,0.4884403336198847,EleutherAI_gpt-neo-1.3B,holistic,45.64650677789364,0.5,167.0,None,0.0,1,valid,18.361
nationality,0.13525290078927255,0.49032094903344653,EleutherAI_gpt-neo-1.3B,holistic,46.03753910323253,0.5,168.0,None,0.0,1,valid,18.097000000000005
nationality,0.13409404237857853,0.4900953819017714,EleutherAI_gpt-neo-1.3B,holistic,46.19395203336809,0.5,169.0,None,0.0,1,valid,18.102000000000004
nationality,0.13451635226101372,0.47975738375322413,EleutherAI_gpt-neo-1.3B,holistic,42.700729927007295,0.5,170.0,None,0.0,1,valid,18.06800000000001
nationality,0.13254764000310254,0.49394228452927313,EleutherAI_gpt-neo-1.3B,holistic,47.10636079249218,0.5,171.0,None,0.0,1,valid,18.152999999999995
nationality,0.12050990455783361,0.47922832112297087,EleutherAI_gpt-neo-1.3B,holistic,42.75286757038582,0.5,172.0,None,0.0,1,valid,18.207
nationality,0.14199131915840163,0.4925363126703236,EleutherAI_gpt-neo-1.3B,holistic,46.37643378519291,0.5,173.0,None,0.0,1,valid,18.108
nationality,0.15319197440747395,0.490981698350843,EleutherAI_gpt-neo-1.3B,holistic,46.24608967674661,0.5,174.0,None,0.0,1,valid,18.09
nationality,0.12976225987603823,0.47725387393060886,EleutherAI_gpt-neo-1.3B,holistic,42.02294056308655,0.5,175.0,None,0.0,1,valid,18.104999999999997
nationality,0.153685375859955,0.4927189989914735,EleutherAI_gpt-neo-1.3B,holistic,46.011470281543275,0.5,176.0,None,0.0,1,valid,18.692000000000004
